country,rank,account,title,link,followers,views_avg,likes_avg,comments_avg,shares_avg,engagement_per_view,engagement_per_1k_followers,kol_score
All,119,c4tluvr666,kennedy,https://www.tiktok.com/@c4tluvr666,2200000.0,5300000.0,1100000.0,4900.0,2000.0,0.2088490566037736,503.1363636363636,0.8780000000000001
All,120,zachking,Zach King,https://www.tiktok.com/@zachking,67099999.99999999,10600000.0,709800.0,3200.0,2200.0,0.06747169811320755,10.65871833084948,0.0616
All,121,ayesebastien,Sebastien,https://www.tiktok.com/@ayesebastien,7000000.0,4500000.0,716500.0,3900.0,8900.0,0.16206666666666666,104.18571428571428,0.638
All,122,jake2r,"Jake2r, Ph.D.",https://www.tiktok.com/@jake2r,1800000.0,2900000.0,666500.0,3900.0,17000.0,0.23703448275862068,381.8888888888889,0.8924000000000001
All,123,murda10k,MURDA10K,https://www.tiktok.com/@murda10k,1800000.0,3700000.0,1000000.0,5000.0,5900.0,0.2732162162162162,561.6111111111111,0.9356
All,124,itssassagurl,Sassa Gurl,https://www.tiktok.com/@itssassagurl,4600000.0,4300000.0,665700.0,7300.0,6900.0,0.15811627906976744,147.80434782608694,0.663
All,125,gingerbilly1,GingerBilly1,https://www.tiktok.com/@gingerbilly1,5600000.0,2800000.0,322600.0,3000.0,41200.0,0.131,65.5,0.4475
All,126,beniju03,BENIJU,https://www.tiktok.com/@beniju03,2100000.0,4200000.0,679400.0,11100.0,2800.0,0.16507142857142856,330.1428571428571,0.758
All,127,madisonpettis,Madison Pettis,https://www.tiktok.com/@madisonpettis,2500000.0,5600000.0,980200.0,3100.0,4100.0,0.17632142857142857,394.96,0.8042
All,128,dixiedamelio,dixie,https://www.tiktok.com/@dixiedamelio,57000000.0,6200000.0,705400.0,5900.0,3000.0,0.11520967741935484,12.531578947368422,0.21919999999999998
All,129,elrodcontreras,ROD🥴,https://www.tiktok.com/@elrodcontreras,39300000.0,5000000.0,801600.0,8200.0,1500.0,0.16226,20.643765903307887,0.45919999999999994
All,130,qamar_altaey,𓆩𝑄𝐴𝑀𝐴𝑅¹⁶𓆪,https://www.tiktok.com/@qamar_altaey,2500000.0,4300000.0,391900.0,10900.0,11800.0,0.0964186046511628,165.83999999999997,0.39960000000000007
All,131,jennmelon,Jenn Melon,https://www.tiktok.com/@jennmelon,1800000.0,3400000.0,888800.0,5600.0,7000.0,0.2651176470588235,500.77777777777777,0.9279999999999999
All,132,nourmar5,nourmar5,https://www.tiktok.com/@nourmar5,14200000.0,4100000.0,312700.0,15400.0,14200.0,0.08348780487804879,24.1056338028169,0.1372
